@relation Data_Picidae_2010_clustering

@attribute LATITUDE numeric
@attribute LONGITUDE numeric
@attribute AOU numeric
@attribute SPECIESTOTAL numeric

@data
45.205,-108.754,3930,2
45.205,-108.754,4040,1
45.205,-108.754,4130,2
46.331,-114.172,4130,5
46.726,-113.59,3930,2
46.726,-113.59,4040,3
46.726,-113.59,4130,3
47.405,-66.515,3930,1
47.405,-66.515,3940,2
47.405,-66.515,4020,6
47.405,-66.515,4120,2
48.808,-113.413,4021,5
48.808,-113.413,4123,1
48.808,-113.413,4130,1
47.267,-65.296,3930,4
47.267,-65.296,3940,3
47.267,-65.296,4120,5
48.692,-113.531,4010,1
45.379,-112.642,4021,4
45.379,-112.642,4130,1
46.902,-108.347,4123,1
45.915,-111.764,3940,1
45.915,-111.764,4130,19
46.894,-113.387,3920,1
46.894,-113.387,3930,1
46.894,-113.387,4040,4
46.894,-113.387,4050,1
46.894,-113.387,4130,4
46.998,-64.839,3940,2
46.998,-64.839,4120,6
47.031,-113.237,4040,4
47.031,-113.237,4050,2
47.031,-113.237,4130,2
46.575,-113.831,3940,1
46.575,-113.831,4010,1
46.575,-113.831,4021,1
46.575,-113.831,4130,2
48.699,-114.193,4010,1
48.699,-114.193,4021,2
48.699,-114.193,4130,9
35.676,-78.322,4090,10
35.676,-78.322,4120,3
35.99,-79.469,3940,5
35.99,-79.469,4090,19
35.969,-77.443,3930,1
35.969,-77.443,3940,2
35.969,-77.443,4050,2
35.969,-77.443,4090,8
35.969,-77.443,4120,2
36.358,-76.979,3930,1
36.358,-76.979,3940,4
36.358,-76.979,3950,2
36.358,-76.979,4050,8
36.358,-76.979,4060,6
36.358,-76.979,4090,9
36.358,-76.979,4120,6
35.219,-80.292,3930,1
35.219,-80.292,3940,3
35.219,-80.292,4050,1
35.219,-80.292,4090,7
35.282,-77.711,4050,1
35.282,-77.711,4060,1
35.282,-77.711,4090,4
35.282,-77.711,4120,1
35.416,-78.07,3940,4
35.416,-78.07,4090,7
36.254,-77.98,3930,1
36.254,-77.98,3940,2
36.254,-77.98,4050,7
36.254,-77.98,4090,9
36.254,-77.98,4120,3
45.086,-66.656,3930,1
45.086,-66.656,3940,2
45.086,-66.656,4020,1
45.086,-66.656,4050,1
45.086,-66.656,4120,2
45.185,-66.774,3930,1
45.185,-66.774,3940,4
45.185,-66.774,4020,5
45.185,-66.774,4050,1
45.185,-66.774,4120,3
34.957,-76.655,3940,2
34.957,-76.655,4050,3
34.957,-76.655,4090,11
45.634,-65.8,3930,2
45.634,-65.8,3940,1
45.634,-65.8,4050,1
45.634,-65.8,4120,1
45.714,-65.945,3930,6
45.714,-65.945,3940,1
45.714,-65.945,4020,6
45.714,-65.945,4050,3
45.714,-65.945,4120,5
34.133,-77.878,3940,1
34.133,-77.878,4050,1
34.133,-77.878,4060,1
34.133,-77.878,4090,5
34.133,-77.878,4120,1
34.534,-78.072,4050,1
34.534,-78.072,4060,1
34.534,-78.072,4090,11
34.534,-78.072,4120,2
34.321,-78.599,3940,2
34.321,-78.599,4050,1
34.321,-78.599,4060,1
34.321,-78.599,4090,10
35.525,-78.909,3940,4
35.525,-78.909,4050,1
35.525,-78.909,4060,2
35.525,-78.909,4090,21
35.525,-78.909,4120,4
35.509,-81.456,4050,2
35.509,-81.456,4090,20
35.509,-81.456,4120,1
35.243,-80.663,3940,5
35.243,-80.663,4090,21
35.243,-80.663,4120,4
35.911,-82.649,3930,1
35.911,-82.649,3940,1
35.911,-82.649,4050,3
35.911,-82.649,4090,4
35.167,-84.045,4090,1
36.533,-77.377,3940,1
36.533,-77.377,4050,1
36.533,-77.377,4090,7
36.533,-77.377,4120,3
36.271,-81.591,3930,2
36.271,-81.591,3940,5
36.271,-81.591,4050,1
36.271,-81.591,4090,5
36.271,-81.591,4120,3
36.475,-79.115,3920,3
36.475,-79.115,4090,9
34.848,-79.855,3940,5
34.848,-79.855,4050,3
34.848,-79.855,4090,8
34.848,-79.855,4120,1
35.865,-77.721,3940,1
35.865,-77.721,4090,8
35.865,-77.721,4120,3
36.557,-81.488,3930,1
36.557,-81.488,3940,3
36.557,-81.488,4050,5
36.557,-81.488,4090,4
36.557,-81.488,4120,3
36.296,-79.496,4090,11
36.296,-79.496,4120,2
35.339,-79.802,3940,6
35.339,-79.802,4090,13
35.929,-80.721,3930,1
35.929,-80.721,3940,5
35.929,-80.721,4060,2
35.929,-80.721,4090,16
35.317,-78.017,3940,3
35.317,-78.017,4060,1
35.317,-78.017,4090,11
35.317,-78.017,4120,1
35.297,-82.386,3940,2
35.297,-82.386,4090,3
35.297,-82.386,4120,2
36.09,-78.952,3930,2
36.09,-78.952,4050,1
36.09,-78.952,4090,7
36.09,-78.952,4120,2
36.144,-76.447,3940,2
36.144,-76.447,4050,7
36.144,-76.447,4090,13
36.144,-76.447,4120,5
36.452,-78.439,3930,3
36.452,-78.439,3940,7
36.452,-78.439,4050,5
36.452,-78.439,4060,2
36.452,-78.439,4090,13
36.452,-78.439,4120,3
36.177,-78.211,3940,1
36.177,-78.211,4050,1
36.177,-78.211,4090,13
36.177,-78.211,4120,3
35.999,-77.836,3930,1
35.999,-77.836,3940,7
35.999,-77.836,4050,4
35.999,-77.836,4060,4
35.999,-77.836,4090,17
35.999,-77.836,4120,7
35.49,-76.544,4050,1
35.49,-76.544,4090,10
35.49,-76.544,4120,1
35.864,-75.861,3930,2
35.864,-75.861,3940,5
35.864,-75.861,4050,16
35.864,-75.861,4060,5
35.864,-75.861,4090,16
35.864,-75.861,4120,7
36.059,-78.486,3940,1
36.059,-78.486,4050,1
36.059,-78.486,4090,9
35.855,-81.066,3940,2
35.855,-81.066,4090,9
36.017,-81.882,3930,3
36.017,-81.882,4050,1
36.017,-81.882,4120,2
34.472,-79.201,3940,1
34.472,-79.201,4090,4
34.931,-76.841,3940,5
34.931,-76.841,4050,2
34.931,-76.841,4060,1
34.931,-76.841,4090,9
34.931,-76.841,4120,4
34.401,-78.055,3940,5
34.401,-78.055,4050,2
34.401,-78.055,4060,4
34.401,-78.055,4090,13
34.401,-78.055,4120,2
33.923,-78.213,3930,3
33.923,-78.213,3940,11
33.923,-78.213,4050,5
33.923,-78.213,4060,16
33.923,-78.213,4090,30
33.923,-78.213,4120,7
34.591,-77.793,3940,3
34.591,-77.793,4050,3
34.591,-77.793,4090,3
35.316,-83.219,4050,1
35.828,-81.641,3940,2
35.828,-81.641,4090,10
35.828,-81.641,4120,1
36.29,-80.642,3930,3
36.29,-80.642,3940,3
36.29,-80.642,4090,6
35.587,-82.48,3930,1
35.587,-82.48,3940,3
35.587,-82.48,4050,2
35.587,-82.48,4090,4
35.587,-82.48,4120,3
35.048,-76.904,3940,1
35.048,-76.904,4050,3
35.048,-76.904,4090,17
35.048,-76.904,4120,1
34.893,-78.581,3930,1
34.893,-78.581,3940,9
34.893,-78.581,4050,2
34.893,-78.581,4090,11
35.692,-76.99,3930,1
35.692,-76.99,3940,5
35.692,-76.99,4050,3
35.692,-76.99,4060,3
35.692,-76.99,4090,20
35.692,-76.99,4120,8
48.456,-97.536,3930,1
48.456,-97.536,4120,1
47.962,-97.408,4020,6
47.962,-97.408,4120,5
47.081,-99.055,4120,1
47.168,-98.489,3930,2
47.168,-98.489,4120,2
46.806,-99.469,3930,1
46.806,-99.469,4120,1
47.846,-97.603,3930,2
47.846,-97.603,3940,1
47.846,-97.603,4120,1
34.997,-83.965,4050,2
34.997,-83.965,4090,7
34.997,-83.965,4120,1
35.223,-83.604,4050,3
46.341,-98.683,3930,1
46.341,-98.683,4120,1
36.55,-76.55,3930,4
36.55,-76.55,3940,12
36.55,-76.55,4050,19
36.55,-76.55,4060,2
36.55,-76.55,4090,15
36.55,-76.55,4120,6
34.73,-76.936,3950,1
34.73,-76.936,4050,3
34.73,-76.936,4060,3
34.73,-76.936,4090,8
34.73,-76.936,4120,4
35.857,-81.79,3920,4
35.857,-81.79,3930,1
35.857,-81.79,3940,2
35.857,-81.79,4050,5
35.857,-81.79,4120,1
36.465,-77.694,3940,3
34.953,-79.281,3940,3
34.953,-79.281,4090,5
36.465,-77.694,4050,2
36.465,-77.694,4090,6
36.465,-77.694,4120,1
35.102,-77.196,3940,2
35.102,-77.196,4050,1
35.102,-77.196,4090,15
35.752,-77.231,3940,1
35.752,-77.231,4050,1
35.752,-77.231,4090,6
35.752,-77.231,4120,2
35.046,-77.07,3940,3
35.046,-77.07,3950,2
35.046,-77.07,4050,3
35.046,-77.07,4060,2
35.046,-77.07,4090,7
35.046,-77.07,4120,8
35.612,-77.014,3930,1
35.612,-77.014,3940,1
35.144,-82.839,3930,1
35.144,-82.839,3940,6
35.144,-82.839,4090,1
35.612,-77.014,4060,2
35.612,-77.014,4120,2
34.93,-78.854,3940,5
34.93,-78.854,4060,2
34.93,-78.854,4090,8
36.186,-76.009,3930,1
36.186,-76.009,3940,4
36.186,-76.009,4050,3
36.186,-76.009,4090,4
36.186,-76.009,4120,2
36.42,-75.925,3940,7
36.42,-75.925,4050,2
36.42,-75.925,4060,1
36.42,-75.925,4090,12
36.42,-75.925,4120,6
35.772,-83.101,3940,1
35.772,-83.101,4050,2
35.772,-83.101,4090,1
35.04,-83.202,3940,1
35.04,-83.202,4050,5
34.9,-77.361,3930,1
34.9,-77.361,3940,3
34.9,-77.361,4050,1
34.9,-77.361,4090,6
34.9,-77.361,4120,2
35.213,-82,3940,3
35.213,-82,4090,8
35.009,-79.309,3930,1
35.009,-79.309,3940,2
35.009,-79.309,4060,3
35.009,-79.309,4090,8
35.009,-79.309,4120,1
46.153,-97.675,3930,1
46.153,-97.675,4120,2
35.268,-78.053,3940,7
35.268,-78.053,4060,1
35.268,-78.053,4090,15
35.267,-76.996,3940,1
35.267,-76.996,4050,1
35.267,-76.996,4090,8
35.267,-76.996,4120,1
46.485,-97.01,4020,2
35.175,-79.361,3940,2
35.175,-79.361,4050,1
35.175,-79.361,4060,6
35.175,-79.361,4090,14
35.175,-79.361,4120,3
35.591,-79.333,3940,11
35.591,-79.333,4090,22
35.591,-79.333,4120,1
35.235,-76.926,3930,1
35.235,-76.926,3940,2
35.235,-76.926,4090,3
35.235,-76.926,4120,8
40.465,-96.067,3940,2
40.465,-96.067,4060,5
40.465,-96.067,4120,2
46.776,-101.928,4120,1
48.85,-100.249,3930,4
48.85,-100.249,3940,2
48.85,-100.249,4020,11
48.85,-100.249,4120,1
47.617,-103.545,3930,1
47.617,-103.545,4120,3
47.617,-103.545,4130,2
47.747,-101.508,3940,1
47.747,-101.508,4120,1
47.978,-102.043,4120,1
48.029,-98.433,3930,1
46.487,-101.477,3930,1
46.487,-101.477,4120,1
47.646,-100.054,3940,1
47.646,-100.054,4123,1
46.285,-100.795,4123,4
40.552,-95.795,3940,1
40.552,-95.795,4060,1
40.552,-95.795,4090,15
40.552,-95.795,4120,1
46.413,-96.757,3940,1
46.413,-96.757,4120,1
47.273,-100.559,4120,1
47.234,-103.321,4120,1
47.234,-103.321,4130,1
48.865,-101.541,3940,1
48.865,-101.541,4120,1
48.4,-100.657,3930,3
48.4,-100.657,4120,6
40.995,-100.472,3930,3
40.995,-100.472,3940,10
40.995,-100.472,4060,1
40.995,-100.472,4090,1
41.126,-99.499,3930,1
41.126,-99.499,3940,3
41.126,-99.499,4060,3
41.126,-99.499,4120,11
40.995,-100.472,4120,4
41.722,-100.771,4060,3
41.722,-100.771,4120,1
41.722,-100.771,4123,1
42.185,-97.135,4060,7
42.185,-97.135,4120,1
42.022,-99.462,4060,2
42.022,-99.462,4123,7
42.279,-103.66,4130,1
42.752,-102.915,3930,2
42.752,-102.915,4123,9
42.653,-98.677,4060,5
42.653,-98.677,4120,16
42.732,-102.205,4130,1
41.434,-101.709,4060,6
42.289,-100.536,3940,1
42.289,-100.536,4060,1
42.289,-100.536,4120,5
41.177,-100.055,3940,1
41.177,-100.055,4060,2
41.177,-100.055,4120,4
42.77,-98.599,3940,1
42.77,-98.599,4060,12
42.77,-98.599,4090,1
42.77,-98.599,4120,1
41.943,-98.703,4060,7
41.943,-98.703,4090,7
41.943,-98.703,4120,4
41.943,-98.703,4123,7
41.698,-103.987,4060,1
42.652,-100.537,3940,1
42.652,-100.537,4060,2
42.652,-100.537,4120,3
42.607,-103.584,4130,2
42.93,-103.875,4060,1
42.93,-103.875,4130,2
41.163,-97.35,3940,2
41.163,-97.35,4060,6
41.163,-97.35,4120,4
41.163,-101.27,3940,1
41.163,-101.27,4060,13
41.163,-101.27,4120,1
40.641,-98.876,3940,1
40.641,-98.876,4060,5
40.641,-98.876,4123,7
40.938,-99.502,4060,5
40.938,-99.502,4120,8
41.482,-97.195,3940,1
41.482,-97.195,4060,8
41.482,-97.195,4090,1
41.482,-97.195,4120,2
42.192,-96.735,3940,5
42.192,-96.735,4060,5
42.192,-96.735,4090,2
42.192,-96.735,4120,1
41.176,-96.139,3940,1
41.176,-96.139,4060,3
41.176,-96.139,4120,5
53.482,-64.713,4010,2
53.296,-60.3,3930,2
49.266,-54.484,3930,2
53.047,-66.53,4000,1
53.047,-66.53,4010,1
43.184,-71.687,3930,1
43.184,-71.687,3940,5
43.184,-71.687,4020,8
43.184,-71.687,4050,2
43.184,-71.687,4090,1
48.225,-58.844,4120,1
53.427,-65.143,4000,1
43.232,-70.913,3930,3
43.232,-70.913,3940,7
43.232,-70.913,4090,3
43.232,-70.913,4120,3
42.801,-72.169,3930,2
42.801,-72.169,3940,4
42.801,-72.169,4050,4
42.801,-72.169,4120,3
42.902,-71.866,3930,1
42.902,-71.866,3940,3
42.902,-71.866,4020,1
42.902,-71.866,4050,1
42.902,-71.866,4090,1
43.198,-71.288,3940,8
43.198,-71.288,4020,5
43.198,-71.288,4050,2
50.875,-56.125,3930,1
48.648,-53.871,4120,2
47.869,-59.192,3940,1
39.004,-117.466,4130,1
39.208,-114.498,4130,3
41.591,-119.305,4130,1
47.094,-55.735,4120,4
40.18,-115.493,4080,1
40.18,-115.493,4130,2
39.208,-117.093,3930,1
40.094,-115.632,4130,2
47.582,-52.678,4120,4
41.834,-119.67,4130,1
47.717,-53.494,4120,1
42.951,-71.068,3930,5
42.951,-71.068,3940,14
42.951,-71.068,4120,3
44.608,-71.319,3930,1
44.608,-71.319,3940,1
44.608,-71.319,4020,5
44.608,-71.319,4050,1
44.608,-71.319,4120,5
44.997,-71.375,3930,5
44.997,-71.375,3940,1
44.997,-71.375,4020,5
44.997,-71.375,4050,3
44.357,-71.389,3930,1
44.357,-71.389,4020,3
44.357,-71.389,4120,3
44.18,-71.706,3930,2
44.18,-71.706,3940,1
44.18,-71.706,4020,6
39.831,-75.146,3940,7
39.831,-75.146,4090,1
39.831,-75.146,4120,1
44.867,-71.301,4020,1
44.867,-71.301,4050,1
44.867,-71.301,4120,2
44.089,-71.205,3920,2
44.089,-71.205,4120,1
44.097,-71.354,4020,10
44.097,-71.354,4120,1
39.385,-75.349,3940,1
39.385,-75.349,4090,2
39.531,-75.107,4090,4
39.531,-75.107,4120,1
44.683,-71.587,3930,2
44.683,-71.587,3940,2
44.683,-71.587,4050,3
44.683,-71.587,4120,1
43.374,-71.607,3930,7
43.374,-71.607,3940,6
43.374,-71.607,4020,5
43.457,-71.881,4020,17
43.457,-71.881,4050,2
43.457,-71.881,4120,1
43.077,-72.212,3930,4
43.077,-72.212,3940,5
43.077,-72.212,4020,10
43.077,-72.212,4050,1
43.077,-72.212,4120,4
43.026,-72.381,3930,8
43.026,-72.381,3940,4
43.026,-72.381,4020,12
43.026,-72.381,4050,1
43.026,-72.381,4120,1
43.25,-71.198,3930,4
43.25,-71.198,3940,1
43.25,-71.198,4020,6
43.25,-71.198,4050,1
43.25,-71.198,4090,1
43.415,-71.204,3930,1
43.415,-71.204,3940,4
43.415,-71.204,4020,8
43.415,-71.204,4050,1
43.505,-72.132,3940,5
43.505,-72.132,4020,6
43.249,-71.619,3930,2
43.249,-71.619,3940,6
43.249,-71.619,4020,3
43.249,-71.619,4050,1
43.249,-71.619,4090,1
43.249,-71.619,4120,2
43.991,-71.293,4120,1
40.883,-75.059,3940,6
40.883,-75.059,4050,4
40.883,-75.059,4090,21
40.883,-75.059,4120,8
39.018,-74.901,3930,1
39.018,-74.901,3940,9
39.018,-74.901,4090,14
39.669,-74.914,3940,2
39.669,-74.914,4090,7
39.669,-74.914,4120,2
40.511,-74.924,3920,2
40.511,-74.924,3930,2
40.511,-74.924,3940,8
40.511,-74.924,4090,17
39.696,-75.468,4090,12
39.696,-75.468,4120,2
39.751,-74.585,3940,1
39.751,-74.585,4120,6
36.08,-105.798,4021,1
36.08,-105.798,4130,2
35.523,-106.059,3960,1
36.168,-107.701,4130,2
35.574,-105.676,3930,1
35.574,-105.676,4130,1
34.638,-108.45,3930,2
34.638,-108.45,4130,5
36.52,-106.336,3930,1
36.52,-106.336,3960,1
36.52,-106.336,4021,3
36.52,-106.336,4080,1
36.52,-106.336,4130,13
40.4,-74.52,3930,2
40.4,-74.52,3940,4
40.4,-74.52,4090,5
40.4,-74.52,4120,2
40.657,-75.1,3930,1
40.657,-75.1,3940,2
40.657,-75.1,4090,10
40.657,-75.1,4120,2
39.777,-74.972,3940,5
39.777,-74.972,4090,3
40.714,-74.72,3930,1
40.714,-74.72,3940,2
40.714,-74.72,4090,5
40.714,-74.72,4120,1
40.509,-74.931,3920,1
40.509,-74.931,3930,2
40.509,-74.931,3940,3
40.509,-74.931,4050,1
40.509,-74.931,4090,6
40.509,-74.931,4120,6
41.307,-74.677,3940,1
41.307,-74.677,4050,5
41.307,-74.677,4090,9
41.307,-74.677,4120,1
40.167,-74.063,3940,2
40.167,-74.063,4090,5
40.167,-74.063,4120,1
41.118,-74.797,3930,1
41.118,-74.797,3940,3
41.118,-74.797,4090,7
41.118,-74.797,4120,2
32.397,-108.727,3960,1
32.397,-108.727,4110,11
32.397,-108.727,4130,1
31.918,-108.319,3960,1
35.267,-108.124,3930,1
35.267,-108.124,4021,1
35.267,-108.124,4130,8
33.504,-104.475,3960,2
36.619,-106.9,4130,3
33.715,-106.95,3960,2
34.341,-108.524,4130,1
32.246,-104.697,3960,1
32.534,-107.488,3960,1
33.51,-107.22,3930,1
33.51,-107.22,4130,1
34.05,-105.817,4130,4
36.335,-105.292,3930,1
36.335,-105.292,4021,1
36.335,-105.292,4130,5
33.681,-105.071,3960,2
32.569,-105.573,3960,1
32.569,-105.573,4130,5
34.173,-107.3,3960,1
47.019,-60.523,3930,1
47.019,-60.523,3940,5
47.019,-60.523,4050,1
47.019,-60.523,4120,2
32.92,-107.627,3930,1
32.92,-107.627,3960,1
32.92,-107.627,4070,4
32.92,-107.627,4130,15
35.655,-104.375,3960,1
35.655,-104.375,4060,1
33.179,-107.03,3960,1
46.127,-61.339,3940,1
46.127,-61.339,4020,5
46.127,-61.339,4050,1
46.127,-61.339,4120,8
35.84,-103.679,3960,1
35.84,-103.679,4130,2
33.926,-108.188,4130,1
35.292,-108.911,3930,1
35.292,-108.911,4070,1
35.292,-108.911,4130,4
35.747,-106.779,4021,2
35.747,-106.779,4130,4
33.315,-103.628,3960,1
34.507,-106.191,3960,2
35.979,-103.686,3920,1
35.388,-104.461,3960,7
35.446,-107.443,3930,4
35.446,-107.443,4040,3
35.446,-107.443,4130,13
32.958,-105.746,3930,3
32.958,-105.746,4021,2
32.958,-105.746,4040,1
32.958,-105.746,4130,11
33.09,-104.827,3960,1
32.38,-106.729,3960,5
33.644,-108.791,3930,2
33.644,-108.791,3960,1
33.644,-108.791,4070,2
33.644,-108.791,4130,7
34.11,-104.23,3960,1
34.11,-104.23,4060,1
33.749,-107.322,3960,2
33.749,-107.322,4130,1
33.689,-105.849,3960,1
33.689,-105.849,4130,4
32.325,-108.107,3960,5
35.661,-105.336,3930,3
35.661,-105.336,4130,11
34.78,-104.943,3960,1
44.937,-62.579,3930,1
44.937,-62.579,4120,1
44.525,-64.469,3930,1
44.525,-64.469,3940,1
44.525,-64.469,4020,2
44.525,-64.469,4050,9
44.525,-64.469,4120,2
44.346,-65.278,3940,1
44.346,-65.278,4020,7
44.346,-65.278,4050,5
44.346,-65.278,4120,1
43.796,-65.244,3930,5
43.796,-65.244,4120,4
44.752,-65.469,3930,6
44.752,-65.469,4120,1
43.414,-65.622,4020,1
43.414,-65.622,4120,1
44.853,-63.55,3940,4
44.853,-63.55,4020,1
44.853,-63.55,4120,5
62.525,-114.181,4120,1
44.73,-64.614,3930,1
44.73,-64.614,3940,2
44.73,-64.614,4020,1
44.73,-64.614,4120,8
60.048,-112.773,3920,3
60.048,-112.773,4120,2
45.296,-63.449,3930,5
45.296,-63.449,3940,4
45.296,-63.449,4020,1
45.296,-63.449,4120,19
45.388,-61.822,3930,1
45.388,-61.822,4120,2
45.686,-62.117,3920,1
45.686,-62.117,3930,4
45.686,-62.117,3940,2
45.686,-62.117,4020,5
45.686,-62.117,4120,4
45.652,-63.912,4050,4
45.652,-63.912,4120,8
45.154,-61.584,3940,1
45.103,-64.686,3930,1
45.103,-64.686,3940,4
45.103,-64.686,4050,1
45.103,-64.686,4120,6
45.428,-63.701,3930,1
45.428,-63.701,3940,3
45.428,-63.701,4020,3
45.428,-63.701,4120,11
45.984,-64.043,3930,1
45.984,-64.043,3940,3
45.984,-64.043,4020,3
45.984,-64.043,4050,2
45.984,-64.043,4120,2
45.268,-62.213,3930,5
45.268,-62.213,3940,3
45.268,-62.213,4050,1
45.268,-62.213,4120,4
45.719,-63.559,3940,1
45.719,-63.559,4020,7
45.719,-63.559,4120,7
42.347,-75.937,3930,4
42.347,-75.937,3940,2
42.347,-75.937,4020,1
42.347,-75.937,4050,1
42.347,-75.937,4120,5
42.436,-74.152,3920,1
42.436,-74.152,3940,3
42.436,-74.152,4020,3
42.436,-74.152,4050,1
42.436,-74.152,4090,3
42.436,-74.152,4120,2
42.178,-74.121,3930,1
42.178,-74.121,3940,1
42.178,-74.121,4020,18
42.178,-74.121,4120,1
42.485,-74.4,3940,2
42.485,-74.4,4020,6
42.485,-74.4,4050,1
42.485,-74.4,4120,3
42.012,-75.803,3930,1
42.012,-75.803,3940,3
42.012,-75.803,4020,5
42.012,-75.803,4090,1
42.569,-75.156,3930,3
42.569,-75.156,3940,1
42.569,-75.156,4020,5
42.569,-75.156,4120,1
42.318,-75.557,3930,3
42.318,-75.557,3940,7
42.318,-75.557,4020,11
42.318,-75.557,4120,2
42.397,-74.924,3930,3
42.397,-74.924,3940,7
42.397,-74.924,4020,19
42.397,-74.924,4120,3
42.655,-74.402,3940,1
42.655,-74.402,4050,2
42.655,-74.402,4090,3
42.655,-74.402,4120,2
42.52,-75.731,3930,1
42.52,-75.731,3940,8
42.52,-75.731,4020,12
42.52,-75.731,4050,2
42.52,-75.731,4120,2
41.381,-74.414,3940,6
41.381,-74.414,4050,1
41.381,-74.414,4090,2
40.9,-73.389,3940,10
40.9,-73.389,4090,7
40.9,-73.389,4120,5
41.752,-73.99,3930,1
41.752,-73.99,3940,6
41.752,-73.99,4020,1
41.752,-73.99,4050,1
41.752,-73.99,4090,7
41.752,-73.99,4120,1
42,-74.347,3930,3
42,-74.347,3940,9
42,-74.347,4050,2
42,-74.347,4090,6
42,-74.347,4120,3
42.728,-73.304,3940,8
42.728,-73.304,4020,11
42.728,-73.304,4050,4
42.728,-73.304,4120,2
42.352,-73.994,3930,3
42.352,-73.994,3940,8
42.352,-73.994,4050,5
42.352,-73.994,4090,7
42.352,-73.994,4120,2
41.971,-73.921,3930,2
41.971,-73.921,3940,3
41.971,-73.921,4050,8
41.971,-73.921,4090,12
41.971,-73.921,4120,1
41.533,-74.58,3930,2
41.533,-74.58,3940,4
41.533,-74.58,4120,2
41.453,-74.505,3930,2
41.453,-74.505,3940,12
41.453,-74.505,4090,5
41.453,-74.505,4120,1
42.779,-77.258,3940,1
42.779,-77.258,4090,1
42.779,-77.258,4120,3
42.669,-77.225,3930,1
42.669,-77.225,4020,3
42.669,-77.225,4050,7
42.669,-77.225,4090,4
42.669,-77.225,4120,4
42.9,-77.119,3940,5
42.9,-77.119,4020,1
42.9,-77.119,4050,4
42.9,-77.119,4090,9
42.9,-77.119,4120,5
42.694,-77.956,4050,1
42.694,-77.956,4090,1
42.694,-77.956,4120,2
42.277,-78.899,3940,2
42.277,-78.899,4020,10
42.277,-78.899,4090,1
42.277,-78.899,4120,5
42.707,-77.593,3930,2
42.707,-77.593,3940,9
42.707,-77.593,4020,13
42.707,-77.593,4050,6
42.707,-77.593,4090,10
42.707,-77.593,4120,5
42.621,-78.104,3940,2
42.621,-78.104,4020,4
42.621,-78.104,4050,1
42.621,-78.104,4090,2
42.621,-78.104,4120,5
42.681,-78.822,3930,5
42.681,-78.822,3940,9
42.681,-78.822,4020,1
42.681,-78.822,4090,9
42.618,-78.178,3930,1
42.618,-78.178,3940,1
42.618,-78.178,4020,5
42.618,-78.178,4120,2
42.596,-78.361,3930,1
42.596,-78.361,3940,6
42.596,-78.361,4020,4
42.596,-78.361,4050,1
42.596,-78.361,4090,2
42.596,-78.361,4120,2
42.552,-76.633,3940,2
42.552,-76.633,4090,5
42.359,-76.004,3930,1
42.359,-76.004,4020,1
42.359,-76.004,4050,1
42.359,-76.004,4090,1
42.359,-76.004,4120,4
42.042,-76.036,4020,1
42.042,-76.036,4050,1
42.042,-76.036,4090,3
42.52,-76.26,3940,3
42.52,-76.26,4020,19
42.52,-76.26,4050,1
42.52,-76.26,4090,1
42.52,-76.26,4120,16
42.438,-75.1,3940,2
42.438,-75.1,4020,7
42.438,-75.1,4050,2
42.438,-75.1,4120,1
42.908,-75.467,3930,1
42.908,-75.467,3940,2
42.908,-75.467,4090,2
42.908,-75.467,4120,6
42.278,-77.944,3930,1
42.278,-77.944,4020,18
42.278,-77.944,4050,1
42.278,-77.944,4120,10
43.456,-75.902,4020,1
43.456,-75.902,4050,1
43.456,-75.902,4120,11
43.696,-75.013,3930,6
43.696,-75.013,3940,5
43.696,-75.013,4020,16
43.696,-75.013,4050,1
43.696,-75.013,4120,4
43.726,-75.169,3930,9
43.726,-75.169,4120,3
43.731,-74.473,3930,2
43.731,-74.473,4020,10
43.731,-74.473,4050,1
43.731,-74.473,4120,3
43.024,-75.433,3940,3
43.024,-75.433,4050,1
43.024,-75.433,4120,1
43.632,-74.394,3930,1
43.632,-74.394,3940,1
43.632,-74.394,4020,13
43.632,-74.394,4050,3
43.97,-74.243,3930,2
43.97,-74.243,3940,1
43.97,-74.243,4020,2
43.97,-74.243,4050,2
43.119,-75.669,4020,1
43.119,-75.669,4120,1
43.15,-78.115,3940,6
43.15,-78.115,4090,5
43.15,-78.115,4120,1
42.055,-78.941,3930,1
42.055,-78.941,3940,3
42.055,-78.941,4020,8
42.055,-78.941,4120,1
43.07,-78.851,3940,2
43.07,-78.851,4090,4
43.07,-78.851,4120,1
43.182,-77.484,3940,1
43.182,-77.484,4090,5
43.176,-77.962,3940,1
43.176,-77.962,4090,1
43.176,-77.962,4120,3
43.263,-76.688,3940,3
43.263,-76.688,4050,1
43.263,-76.688,4090,1
43.263,-76.688,4120,14
43.257,-79.002,3940,1
43.257,-79.002,4090,1
43.257,-79.002,4120,1
43.169,-76.026,3940,2
43.169,-76.026,4050,2
43.169,-76.026,4090,3
43.169,-76.026,4120,4
44,-76.045,4050,2
44,-76.045,4090,1
44,-76.045,4120,5
41.999,-79.412,4020,3
41.999,-79.412,4050,1
41.999,-79.412,4090,1
41.999,-79.412,4120,2
44.443,-73.489,3920,2
44.443,-73.489,3940,4
44.443,-73.489,4020,1
44.149,-75.701,3930,2
44.149,-75.701,3940,1
44.149,-75.701,4020,3
44.149,-75.701,4050,1
44.149,-75.701,4120,2
42.824,-73.733,3940,3
42.824,-73.733,4090,3
42.824,-73.733,4120,3
43.583,-74.85,3920,2
43.583,-74.85,3930,1
43.583,-74.85,3940,1
